matchId,videoTimestamp,postShotXg,xg,videoPath
5228184,3450,0.646,0.1796,video/competition-198/season-187389/match-5228184/goal-s3438-e3485.mp4
5228184,4094,0.6483,0.3228,video/competition-198/season-187389/match-5228184/goal-s4081-e4128.mp4
5228184,4718,0.8734,0.54,video/competition-198/season-187389/match-5228184/goal-s4705-e4752.mp4
5228184,5503,0.839,0.3054,video/competition-198/season-187389/match-5228184/goal-s5491-e5538.mp4
5228185,1135,0.4634,0.08512,video/competition-198/season-187389/match-5228185/goal-s1123-e1170.mp4
5228185,3725,0.4826,0.147,video/competition-198/season-187389/match-5228185/goal-s3712-e3759.mp4
5228185,4168,0.1449,0.1633,video/competition-198/season-187389/match-5228185/goal-s4155-e4202.mp4
5228186,2939,0.81,0.76,video/competition-198/season-187389/match-5228186/goal-s2927-e2974.mp4
5228186,3437,0.4843,0.05398,video/competition-198/season-187389/match-5228186/goal-s3424-e3471.mp4
5228186,4763,0.81,0.76,video/competition-198/season-187389/match-5228186/goal-s4750-e4797.mp4
5228186,5718,0.3995,0.05155,video/competition-198/season-187389/match-5228186/goal-s5705-e5752.mp4
5228187,1754,0.5698,0.3728,video/competition-198/season-187389/match-5228187/goal-s1741-e1788.mp4
5228188,3408,0.7589,0.3502,video/competition-198/season-187389/match-5228188/goal-s3395-e3442.mp4
5228188,5330,0.09741,0.02694,video/competition-198/season-187389/match-5228188/goal-s5318-e5365.mp4
5228189,4035,0.4864,0.2287,video/competition-198/season-187389/match-5228189/goal-s4023-e4070.mp4
5228189,4565,0.7273,0.127,video/competition-198/season-187389/match-5228189/goal-s4552-e4599.mp4
5228189,5471,0.2653,0.2753,video/competition-198/season-187389/match-5228189/goal-s5459-e5506.mp4
5228190,2781,0.81,0.76,video/competition-198/season-187389/match-5228190/goal-s2769-e2816.mp4
5228190,3519,0.452,0.06685,video/competition-198/season-187389/match-5228190/goal-s3506-e3553.mp4
5228190,4316,0.3993,0.1158,video/competition-198/season-187389/match-5228190/goal-s4304-e4351.mp4
5228190,4804,0.6591,0.3026,video/competition-198/season-187389/match-5228190/goal-s4791-e4838.mp4
5228190,5020,0.5091,0.08653,video/competition-198/season-187389/match-5228190/goal-s5008-e5055.mp4
5228191,2575,0.8316,0.5587,video/competition-198/season-187389/match-5228191/goal-s2562-e2609.mp4
5228191,3576,0.81,0.76,video/competition-198/season-187389/match-5228191/goal-s3564-e3611.mp4
5228191,4744,0.18,0.2021,video/competition-198/season-187389/match-5228191/goal-s4731-e4778.mp4
5228192,2072,0.5939,0.1538,video/competition-198/season-187389/match-5228192/goal-s2059-e2106.mp4
5228192,2780,0.8066,0.5163,video/competition-198/season-187389/match-5228192/goal-s2767-e2814.mp4
5228193,3679,0.8232,0.5511,video/competition-198/season-187389/match-5228193/goal-s3667-e3714.mp4
5228193,3862,0.1193,0.02708,video/competition-198/season-187389/match-5228193/goal-s3850-e3897.mp4
5228193,4125,0.3414,0.07468,video/competition-198/season-187389/match-5228193/goal-s4113-e4160.mp4
5228193,4798,0.81,0.76,video/competition-198/season-187389/match-5228193/goal-s4786-e4833.mp4
5228193,5037,0.8019,0.2016,video/competition-198/season-187389/match-5228193/goal-s5024-e5071.mp4
5228194,2575,0.618,0.4466,video/competition-198/season-187389/match-5228194/goal-s2562-e2609.mp4
5228195,493,0.4366,0.2039,video/competition-198/season-187389/match-5228195/goal-s480-e527.mp4
5228195,1369,0.8066,0.4787,video/competition-198/season-187389/match-5228195/goal-s1356-e1403.mp4
5228195,3179,0.1865,0.226,video/competition-198/season-187389/match-5228195/goal-s3166-e3213.mp4
5228196,191,0.6416,0.05098,video/competition-198/season-187389/match-5228196/goal-s178-e225.mp4
5228196,964,0.9174,0.9179,video/competition-198/season-187389/match-5228196/goal-s951-e998.mp4
5228197,260,0.2136,0.1403,video/competition-198/season-187389/match-5228197/goal-s247-e294.mp4
5228197,394,0.8662,0.5677,video/competition-198/season-187389/match-5228197/goal-s381-e428.mp4
5228197,560,0.1786,0.147,video/competition-198/season-187389/match-5228197/goal-s548-e595.mp4
5228197,932,0.8947,0.1237,video/competition-198/season-187389/match-5228197/goal-s920-e967.mp4
5228198,404,0.81,0.76,video/competition-198/season-187389/match-5228198/goal-s391-e438.mp4
5228198,1720,0.2064,0.05116,video/competition-198/season-187389/match-5228198/goal-s1708-e1755.mp4
5228198,4611,0.1668,0.02485,video/competition-198/season-187389/match-5228198/goal-s4598-e4645.mp4
5228198,4758,0.9323,0.856,video/competition-198/season-187389/match-5228198/goal-s4746-e4793.mp4
5228198,4862,0.6056,0.1363,video/competition-198/season-187389/match-5228198/goal-s4850-e4897.mp4
5228199,338,0.292,0.0766,video/competition-198/season-187389/match-5228199/goal-s325-e372.mp4
5228199,889,0.1501,0.03639,video/competition-198/season-187389/match-5228199/goal-s876-e923.mp4
5228199,2399,0.2224,0.1742,video/competition-198/season-187389/match-5228199/goal-s2387-e2434.mp4
5228199,5710,0.5306,0.3005,video/competition-198/season-187389/match-5228199/goal-s5697-e5744.mp4
5228200,3304,0.6869,0.5413,video/competition-198/season-187389/match-5228200/goal-s3292-e3339.mp4
5228200,5096,0.6052,0.12,video/competition-198/season-187389/match-5228200/goal-s5083-e5130.mp4
5228201,392,0.7178,0.3757,video/competition-198/season-187389/match-5228201/goal-s380-e427.mp4
5228201,2681,0.81,0.76,video/competition-198/season-187389/match-5228201/goal-s2669-e2716.mp4
5228202,3533,0.81,0.76,video/competition-198/season-187389/match-5228202/goal-s3520-e3567.mp4
5228203,767,0.6418,0.2468,video/competition-198/season-187389/match-5228203/goal-s754-e801.mp4
5228203,2696,0.4569,0.1318,video/competition-198/season-187389/match-5228203/goal-s2684-e2731.mp4
5228203,2876,0.5404,0.06827,video/competition-198/season-187389/match-5228203/goal-s2863-e2910.mp4
5228203,3169,0.589,0.5842,video/competition-198/season-187389/match-5228203/goal-s3156-e3203.mp4
5228203,3272,0.584,0.5958,video/competition-198/season-187389/match-5228203/goal-s3259-e3306.mp4
5228203,3836,0.7484,0.09449,video/competition-198/season-187389/match-5228203/goal-s3823-e3870.mp4
5228203,4997,0.7061,0.3523,video/competition-198/season-187389/match-5228203/goal-s4985-e5032.mp4
5228203,5218,0.3482,0.132,video/competition-198/season-187389/match-5228203/goal-s5205-e5252.mp4
5228204,59,0.1752,0.03369,video/competition-198/season-187389/match-5228204/goal-s46-e93.mp4
5228204,1398,0.489,0.1196,video/competition-198/season-187389/match-5228204/goal-s1385-e1432.mp4
5228204,3068,0.5419,0.1786,video/competition-198/season-187389/match-5228204/goal-s3056-e3103.mp4
5228205,1417,0.6845,0.4611,video/competition-198/season-187389/match-5228205/goal-s1404-e1451.mp4
5228205,4680,0.6805,0.2365,video/competition-198/season-187389/match-5228205/goal-s4668-e4715.mp4
5228205,4890,0.5017,0.2478,video/competition-198/season-187389/match-5228205/goal-s4878-e4925.mp4
5228206,4768,0.9091,0.8126,video/competition-198/season-187389/match-5228206/goal-s4756-e4803.mp4
5228206,5141,0.293,0.08906,video/competition-198/season-187389/match-5228206/goal-s5128-e5175.mp4
5228206,5309,0.6554,0.3309,video/competition-198/season-187389/match-5228206/goal-s5296-e5343.mp4
5228207,1525,0.06384,0.1134,video/competition-198/season-187389/match-5228207/goal-s1513-e1560.mp4
5228207,2212,0.5567,0.4487,video/competition-198/season-187389/match-5228207/goal-s2200-e2247.mp4
5228207,3030,0.8378,0.5151,video/competition-198/season-187389/match-5228207/goal-s3017-e3064.mp4
5228207,3349,0.5865,0.148,video/competition-198/season-187389/match-5228207/goal-s3336-e3383.mp4
5228207,4852,0.8803,0.4554,video/competition-198/season-187389/match-5228207/goal-s4840-e4887.mp4
5228207,5331,0.5438,0.1078,video/competition-198/season-187389/match-5228207/goal-s5318-e5365.mp4
5228208,902,0.8728,0.5225,video/competition-198/season-187389/match-5228208/goal-s890-e937.mp4
5228208,2095,0.6716,0.1281,video/competition-198/season-187389/match-5228208/goal-s2082-e2129.mp4
5228208,2314,0.03663,0.02854,video/competition-198/season-187389/match-5228208/goal-s2302-e2349.mp4
5228208,3170,0.81,0.76,video/competition-198/season-187389/match-5228208/goal-s3157-e3204.mp4
5228209,2266,0.8832,0.8026,video/competition-198/season-187389/match-5228209/goal-s2254-e2301.mp4
5228209,5507,0.5041,0.2451,video/competition-198/season-187389/match-5228209/goal-s5495-e5542.mp4
5228210,3880,0.8615,0.5259,video/competition-198/season-187389/match-5228210/goal-s3868-e3915.mp4
5228210,4994,0.8689,0.8279,video/competition-198/season-187389/match-5228210/goal-s4982-e5029.mp4
5228211,4062,0.09833,0.07796,video/competition-198/season-187389/match-5228211/goal-s4049-e4096.mp4
5228212,3462,0.81,0.76,video/competition-198/season-187389/match-5228212/goal-s3450-e3497.mp4
5228212,5399,0.682,0.3396,video/competition-198/season-187389/match-5228212/goal-s5386-e5433.mp4
5228214,1710,0.3496,0.332,video/competition-198/season-187389/match-5228214/goal-s1697-e1744.mp4
5228214,1995,0.3029,0.08637,video/competition-198/season-187389/match-5228214/goal-s1982-e2029.mp4
5228214,2319,0.8353,0.7563,video/competition-198/season-187389/match-5228214/goal-s2306-e2353.mp4
5228216,2068,0.81,0.76,video/competition-198/season-187389/match-5228216/goal-s2056-e2103.mp4
5228216,2341,0.8108,0.3691,video/competition-198/season-187389/match-5228216/goal-s2329-e2376.mp4
5228217,2162,0.8083,0.3936,video/competition-198/season-187389/match-5228217/goal-s2149-e2196.mp4
5228219,1149,0.4095,0.1783,video/competition-198/season-187389/match-5228219/goal-s1137-e1184.mp4
5228219,4294,0.315,0.3117,video/competition-198/season-187389/match-5228219/goal-s4281-e4328.mp4
5228219,4457,0.7203,0.3153,video/competition-198/season-187389/match-5228219/goal-s4444-e4491.mp4
5228219,5246,0.3922,0.3491,video/competition-198/season-187389/match-5228219/goal-s5233-e5280.mp4
5228220,149,0.389,0.0603,video/competition-198/season-187389/match-5228220/goal-s137-e184.mp4
5228220,438,0.8359,0.6234,video/competition-198/season-187389/match-5228220/goal-s426-e473.mp4
5228220,5402,0.9765,0.5788,video/competition-198/season-187389/match-5228220/goal-s5389-e5436.mp4
5228221,3374,0.8537,0.4922,video/competition-198/season-187389/match-5228221/goal-s3361-e3408.mp4
5228221,4554,0.7721,0.493,video/competition-198/season-187389/match-5228221/goal-s4541-e4588.mp4
5228221,4986,0.6867,0.2464,video/competition-198/season-187389/match-5228221/goal-s4974-e5021.mp4
5228222,3093,0.8611,0.7133,video/competition-198/season-187389/match-5228222/goal-s3081-e3128.mp4
5228222,3926,0.6934,0.3255,video/competition-198/season-187389/match-5228222/goal-s3913-e3960.mp4
5228222,4721,0.02556,0.01834,video/competition-198/season-187389/match-5228222/goal-s4708-e4755.mp4
5228223,1823,0.05914,0.1222,video/competition-198/season-187389/match-5228223/goal-s1811-e1858.mp4
5228223,2213,0.2887,0.2337,video/competition-198/season-187389/match-5228223/goal-s2200-e2247.mp4
5228223,5003,0.5613,0.1393,video/competition-198/season-187389/match-5228223/goal-s4990-e5037.mp4
5228224,241,0.5906,0.1381,video/competition-198/season-187389/match-5228224/goal-s229-e276.mp4
5228224,5589,0.305,0.2099,video/competition-198/season-187389/match-5228224/goal-s5577-e5624.mp4
5228225,312,0.7428,0.3061,video/competition-198/season-187389/match-5228225/goal-s299-e346.mp4
5228225,966,0.6058,0.5642,video/competition-198/season-187389/match-5228225/goal-s953-e1000.mp4
5228225,1355,0.706,0.2751,video/competition-198/season-187389/match-5228225/goal-s1343-e1390.mp4
5228225,1823,0.1465,0.2178,video/competition-198/season-187389/match-5228225/goal-s1810-e1857.mp4
5228225,2841,0.3777,0.253,video/competition-198/season-187389/match-5228225/goal-s2829-e2876.mp4
5228225,3844,0.9222,0.6779,video/competition-198/season-187389/match-5228225/goal-s3832-e3879.mp4
5228225,4409,0.4214,0.3004,video/competition-198/season-187389/match-5228225/goal-s4397-e4444.mp4
5228225,5022,0.4188,0.05013,video/competition-198/season-187389/match-5228225/goal-s5010-e5057.mp4
5228226,2083,0.793,0.4998,video/competition-198/season-187389/match-5228226/goal-s2070-e2117.mp4
5228226,3037,0.6371,0.111,video/competition-198/season-187389/match-5228226/goal-s3025-e3072.mp4
5228226,4438,0.2046,0.02217,video/competition-198/season-187389/match-5228226/goal-s4426-e4473.mp4
5228226,4815,0.6543,0.2305,video/competition-198/season-187389/match-5228226/goal-s4802-e4849.mp4
5228226,5061,0.1969,0.13,video/competition-198/season-187389/match-5228226/goal-s5048-e5095.mp4
5228227,1319,0.313,0.1434,video/competition-198/season-187389/match-5228227/goal-s1306-e1353.mp4
5228227,4020,0.6408,0.1734,video/competition-198/season-187389/match-5228227/goal-s4007-e4054.mp4
5228227,4105,0.805,0.5462,video/competition-198/season-187389/match-5228227/goal-s4092-e4139.mp4
5228228,2934,0.7712,0.6703,video/competition-198/season-187389/match-5228228/goal-s2921-e2968.mp4
5228228,3816,0.1522,0.1068,video/competition-198/season-187389/match-5228228/goal-s3803-e3850.mp4
5228228,4879,0.2023,0.05075,video/competition-198/season-187389/match-5228228/goal-s4867-e4914.mp4
5228229,276,0.5852,0.189,video/competition-198/season-187389/match-5228229/goal-s264-e311.mp4
5228229,3452,0.784,0.2842,video/competition-198/season-187389/match-5228229/goal-s3440-e3487.mp4
5228230,2003,0.2363,0.1916,video/competition-198/season-187389/match-5228230/goal-s1990-e2037.mp4
5228230,2557,0.3516,0.04644,video/competition-198/season-187389/match-5228230/goal-s2544-e2591.mp4
5228230,3859,0.81,0.76,video/competition-198/season-187389/match-5228230/goal-s3847-e3894.mp4
5228230,4704,0.3192,0.4115,video/competition-198/season-187389/match-5228230/goal-s4692-e4739.mp4
5228231,746,0.3333,0.3454,video/competition-198/season-187389/match-5228231/goal-s734-e781.mp4
5228231,2389,0.3835,0.1547,video/competition-198/season-187389/match-5228231/goal-s2376-e2423.mp4
5228231,3109,0.571,0.3304,video/competition-198/season-187389/match-5228231/goal-s3096-e3143.mp4
5228231,4069,0.4892,0.13,video/competition-198/season-187389/match-5228231/goal-s4057-e4104.mp4
5228232,154,0.8148,0.4274,video/competition-198/season-187389/match-5228232/goal-s142-e189.mp4
5228232,690,0.05664,0.05107,video/competition-198/season-187389/match-5228232/goal-s678-e725.mp4
5228233,2694,0.3549,0.05404,video/competition-198/season-187389/match-5228233/goal-s2681-e2728.mp4
5228233,4118,0.02004,0.1331,video/competition-198/season-187389/match-5228233/goal-s4106-e4153.mp4
5228233,4662,0.101,0.03206,video/competition-198/season-187389/match-5228233/goal-s4649-e4696.mp4
5228233,5236,0.81,0.76,video/competition-198/season-187389/match-5228233/goal-s5224-e5271.mp4
5228234,824,0.8688,0.642,video/competition-198/season-187389/match-5228234/goal-s811-e858.mp4
5228234,987,0.05979,0.06098,video/competition-198/season-187389/match-5228234/goal-s974-e1021.mp4
5228234,1188,0.1113,0.195,video/competition-198/season-187389/match-5228234/goal-s1176-e1223.mp4
5228234,2926,0.4259,0.2202,video/competition-198/season-187389/match-5228234/goal-s2914-e2961.mp4
5228235,1012,0.81,0.76,video/competition-198/season-187389/match-5228235/goal-s1000-e1047.mp4
5228235,1762,0.8032,0.4403,video/competition-198/season-187389/match-5228235/goal-s1749-e1796.mp4
5228235,2524,0.6593,0.4499,video/competition-198/season-187389/match-5228235/goal-s2512-e2559.mp4
5228235,2619,0.08567,0.1277,video/competition-198/season-187389/match-5228235/goal-s2607-e2654.mp4
5228235,2744,0.6987,0.2988,video/competition-198/season-187389/match-5228235/goal-s2732-e2779.mp4
5228236,1461,0.8118,0.73,video/competition-198/season-187389/match-5228236/goal-s1449-e1496.mp4
5228236,1578,0.9232,0.728,video/competition-198/season-187389/match-5228236/goal-s1565-e1612.mp4
5228236,3956,0.5028,0.2719,video/competition-198/season-187389/match-5228236/goal-s3944-e3991.mp4
5228236,4686,0.7925,0.1495,video/competition-198/season-187389/match-5228236/goal-s4674-e4721.mp4
5228236,5168,0.7213,0.2037,video/competition-198/season-187389/match-5228236/goal-s5155-e5202.mp4
5228237,1303,0.7066,0.6361,video/competition-198/season-187389/match-5228237/goal-s1290-e1337.mp4
5228237,2235,0.8578,0.7153,video/competition-198/season-187389/match-5228237/goal-s2223-e2270.mp4
5228237,3703,0.1266,0.1217,video/competition-198/season-187389/match-5228237/goal-s3691-e3738.mp4
5228238,605,0.4253,0.06341,video/competition-198/season-187389/match-5228238/goal-s593-e640.mp4
5228239,1681,0.5355,0.14,video/competition-198/season-187389/match-5228239/goal-s1668-e1715.mp4
5228239,4662,0.893,0.8102,video/competition-198/season-187389/match-5228239/goal-s4649-e4696.mp4
5228240,2537,0.6698,0.2263,video/competition-198/season-187389/match-5228240/goal-s2525-e2572.mp4
5228240,3260,0.5661,0.2823,video/competition-198/season-187389/match-5228240/goal-s3248-e3295.mp4
5228241,1866,0.7887,0.2416,video/competition-198/season-187389/match-5228241/goal-s1853-e1900.mp4
5228241,3944,0.08753,0.03094,video/competition-198/season-187389/match-5228241/goal-s3931-e3978.mp4
5228241,4514,0.3797,0.06594,video/competition-198/season-187389/match-5228241/goal-s4502-e4549.mp4
5228242,3576,0.68,0.08345,video/competition-198/season-187389/match-5228242/goal-s3564-e3611.mp4
5228243,784,0.5318,0.09501,video/competition-198/season-187389/match-5228243/goal-s771-e818.mp4
5228243,4670,0.4528,0.07931,video/competition-198/season-187389/match-5228243/goal-s4658-e4705.mp4
5228243,5118,0.3898,0.122,video/competition-198/season-187389/match-5228243/goal-s5106-e5153.mp4
5228244,731,0.5077,0.1113,video/competition-198/season-187389/match-5228244/goal-s718-e765.mp4
5228244,3291,0.6317,0.2757,video/competition-198/season-187389/match-5228244/goal-s3278-e3325.mp4
5228244,4492,0.5017,0.2181,video/competition-198/season-187389/match-5228244/goal-s4480-e4527.mp4
5228245,1722,0.1587,0.03075,video/competition-198/season-187389/match-5228245/goal-s1709-e1756.mp4
5228246,3559,0.05731,0.04563,video/competition-198/season-187389/match-5228246/goal-s3546-e3593.mp4
5228246,4096,0.5039,0.1939,video/competition-198/season-187389/match-5228246/goal-s4083-e4130.mp4
5228246,4804,0.4891,0.4088,video/competition-198/season-187389/match-5228246/goal-s4792-e4839.mp4
5228246,5376,0.3124,0.143,video/competition-198/season-187389/match-5228246/goal-s5363-e5410.mp4
5228246,5526,0.5693,0.1727,video/competition-198/season-187389/match-5228246/goal-s5514-e5561.mp4
5228247,4148,0.117,0.02601,video/competition-198/season-187389/match-5228247/goal-s4135-e4182.mp4
5228247,4710,0.4434,0.07007,video/competition-198/season-187389/match-5228247/goal-s4697-e4744.mp4
5228247,5699,0.8587,0.1986,video/competition-198/season-187389/match-5228247/goal-s5687-e5734.mp4
5228248,950,0.6898,0.2657,video/competition-198/season-187389/match-5228248/goal-s937-e984.mp4
5228248,1079,0.7724,0.2618,video/competition-198/season-187389/match-5228248/goal-s1067-e1114.mp4
5228248,2594,0.6882,0.1249,video/competition-198/season-187389/match-5228248/goal-s2581-e2628.mp4
5228248,4421,0.729,0.1776,video/competition-198/season-187389/match-5228248/goal-s4409-e4456.mp4
5228248,5161,0.81,0.76,video/competition-198/season-187389/match-5228248/goal-s5148-e5195.mp4
5228249,2062,0.7721,0.5896,video/competition-198/season-187389/match-5228249/goal-s2049-e2096.mp4
5228249,3318,0.1353,0.05002,video/competition-198/season-187389/match-5228249/goal-s3306-e3353.mp4
5228250,3079,0.1167,0.1286,video/competition-198/season-187389/match-5228250/goal-s3067-e3114.mp4
5228250,3552,0.81,0.76,video/competition-198/season-187389/match-5228250/goal-s3540-e3587.mp4
5228250,4597,0.06725,0.06677,video/competition-198/season-187389/match-5228250/goal-s4585-e4632.mp4
5228251,4928,0.5066,0.1627,video/competition-198/season-187389/match-5228251/goal-s4916-e4963.mp4
5228252,2072,0.4726,0.3574,video/competition-198/season-187389/match-5228252/goal-s2059-e2106.mp4
5228253,3636,0.8936,0.6156,video/competition-198/season-187389/match-5228253/goal-s3623-e3670.mp4
5228253,5790,0.8809,0.5043,video/competition-198/season-187389/match-5228253/goal-s5778-e5825.mp4
5228254,1993,0.5588,0.04662,video/competition-198/season-187389/match-5228254/goal-s1980-e2027.mp4
5228255,1588,0.05187,0.0558,video/competition-198/season-187389/match-5228255/goal-s1576-e1623.mp4
5228255,2065,0.6031,0.1738,video/competition-198/season-187389/match-5228255/goal-s2053-e2100.mp4
5228255,2394,0.6419,0.177,video/competition-198/season-187389/match-5228255/goal-s2381-e2428.mp4
5228255,2747,0.2292,0.01762,video/competition-198/season-187389/match-5228255/goal-s2734-e2781.mp4
5228255,4166,0.2238,0.03742,video/competition-198/season-187389/match-5228255/goal-s4153-e4200.mp4
5228255,5015,0.1989,0.2754,video/competition-198/season-187389/match-5228255/goal-s5002-e5049.mp4
