matchId,videoTimestamp,postShotXg,xg,videoPath
5228326,2621.485754,0.4017,0.2231,
5228326,3270.964403,0.5493,0.4304,
5228327,1905.270115,0.7737,0.4945,
5228327,2394.634409,0.8431,0.7204,
5228327,2571.246597,0.6969,0.1955,
5228327,3807.399997,0.2604,0.1989,
5228327,4078.586626,0.4791,0.3676,
5228329,3217.333946,0.81,0.76,
5228330,1076.657966,0.6334,0.1691,
5228330,1936.276904,0.8311,0.3652,
5228330,4631.225563,0.5267,0.06352,
5228331,2494.275752,0.5244,0.1199,
5228331,3191.193717,0.3765,0.07977,
5228331,3809.726225,0.5367,0.01246,
5228332,545.229436,0.19,0.04255,
5228332,1764.148027,0.7041,0.127,
5228332,2486.721036,0.2252,0.06466,
5228333,885.836146,0.796,0.1587,
5228334,2136.794653,0.8408,0.6277,
5228334,2437.023035,0.7837,0.3163,
5228335,902.261517,0.705,0.6933,
5228335,1171.947651,0.8084,0.5956,
5228335,1324.171137,0.6425,0.1677,
5228335,2928.741907,0.5999,0.03817,
5228336,1386.008207,0.9174,0.7396,
5228336,1516.847169,0.8161,0.6115,
5228336,5057.069725,0.7926,0.1552,
5228337,978.066014,0.6992,0.153,
5228337,2608.648026,0.8588,0.4698,
5228337,3401.260966,0.81,0.76,
5228337,3906.840724,0.7501,0.5349,
5228337,4108.969632,0.736,0.1276,
5228338,1606.16022,0.5744,0.1468,
5228338,2727.398082,0.5022,0.3456,
5228339,1090.49166,0.4295,0.1129,
5228339,5669.583422,0.2144,0.1491,
5228340,212.92565,0.2382,0.2651,
5228340,2274.755321,0.7841,0.2952,
5228340,5738.448253,0.1272,0.1552,
5228341,431.206556,0.08561,0.07234,
5228341,3575.493501,0.3469,0.08823,
5228341,3891.270437,0.7561,0.666,
5228341,5553.801729,0.7659,0.6312,
5228342,1632.701481,0.4465,0.5683,
5228343,1689.884934,0.9018,0.7107,
5228343,1846.539593,0.4743,0.2987,
5228343,2193.943412,0.81,0.76,
5228343,3595.334223,0.7298,0.5428,
5228343,3867.176906,0.04448,0.008441,
5228344,5467.551001,0.8049,0.6643,
5228345,961.502333,0.4912,0.1377,
5228345,1289.101059,0.8176,0.5788,
5228348,2048.674458,0.8769,0.5996,
5228349,1846.032047,0.1128,0.2807,
5228349,2170.637464,0.06983,0.03128,
5228349,2528.366699,0.6108,0.2418,
5228349,2668.131113,0.8255,0.7629,
5228350,1089.864854,0.1564,0.1271,
5228350,1423.529643,0.7734,0.1615,
5228350,3247.46624,0.9143,0.46,
5228350,4931.143969,0.6327,0.2915,
5228352,3101.220277,0.7402,0.1823,
5228352,4776.709703,0.2025,0.2224,
5228352,5046.998914,0.09619,0.1033,
5228353,664.500172,0.4946,0.3278,
5228353,4172.811405,0.3381,0.2278,
5228353,5607.424449,0.9232,0.5942,
5228354,2512.098789,0.6897,0.142,
5228354,3831.780856,0.6878,0.1737,
5228354,5077.472777,0.445,0.09858,
5228355,455.215062,0.2175,0.153,
5228355,740.97522,0.09175,0.02359,
5228355,4098.223072,0.6839,0.2004,
5228355,4630.002455,0.3971,0.06635,
5228355,5344.313452,0.5497,0.04125,
5228356,134.432276,0.3677,0.0361,
5228356,1698.416796,0.5262,0.0982,
5228356,4481.471827,0.8571,0.5436,
5228356,5089.25226,0.6701,0.2325,
5228357,2104.394131,0.7292,0.2606,
5228357,3018.459141,0.1401,0.1197,
5228357,3123.473732,0.9006,0.6539,
5228357,3340.022151,0.5137,0.07271,
5228358,1871.596218,0.6753,0.5688,
5228358,3781.354509,0.7201,0.3142,
5228360,656.408036,0.4721,0.1998,
5228360,1845.107098,0.8841,0.4787,
5228360,3083.760062,0.4972,0.04981,
5228360,4419.090893,0.3711,0.2575,
5228361,1383.110023,0.3557,0.1366,
5228361,2520.204916,0.4509,0.401,
5228361,3696.562578,0.81,0.76,
5228362,3403.729158,0.9033,0.6927,
5228363,1700.522607,0.4953,0.5039,
5228364,630.627717,0.81,0.76,
5228364,1568.547302,0.5236,0.1188,
5228364,2985.964115,0.4621,0.2222,
5228364,3592.668004,0.4425,0.1472,
5228364,3812.684093,0.81,0.76,
5228365,3080.20238,0.81,0.76,
5228365,4030.585423,0.1766,0.1578,
5228366,625.599156,0.6997,0.4083,
5228366,3896.071576,0.1179,0.04289,
5228366,5254.73069,0.81,0.76,
5228367,270.647378,0.3491,0.3049,
5228367,719.288724,0.768,0.2756,
5228367,3004.260203,0.2737,0.2141,
5228367,4430.814905,0.81,0.76,
5228368,2629.244286,0.5578,0.1716,
5228368,3912.420526,0.5567,0.1275,
5228369,988.874672,0.3619,0.3467,
5228369,1271.58124,0.5038,0.113,
5228369,1879.848057,0.7062,0.6456,
5228369,3844.435585,0.04092,0.01541,
5228370,193.019365,0.6381,0.2958,
5228370,2298.754628,0.2919,0.04517,
5228370,3046.874682,0.797,0.3144,
5228370,4517.168744,0.7137,0.189,
5228371,4897.025858,0.6432,0.1322,
5228372,5003.565931,0.8427,0.6427,
5228373,4699.344765,0.2474,0.138,
5228374,2855.687535,0.4926,0.3708,
5228374,5214.86381,0.4847,0.1374,
5228375,531.253873,0.6454,0.0272,
5228375,5042.946498,0.6231,0.1463,
5228376,770.19081,0.09185,0.01262,
5228376,1431.739822,0.6181,0.1704,
5228376,1800.785714,0.7007,0.3238,
5228376,4070.796416,0.5308,0.2347,
5228376,5282.16772,0.5523,0.097,
5228377,344.241973,0.2774,0.06162,
5228377,501.644409,0.8424,0.08036,
5228377,2068.774947,0.5867,0.1924,
5228377,2405.828239,0.242,0.1243,
5228377,3372.017095,0.4082,0.08033,
5228378,446.522678,0.4917,0.1521,
5228378,1213.975679,0.5434,0.223,
5228379,1117.46191,0.7962,0.594,
5228379,3793.268923,0.5411,0.09346,
5228379,4823.486127,0.4036,0.3189,
5228379,5246.572787,0.9276,0.7033,
5228380,490.801475,0.643,0.1478,
5228380,1423.17844,0.2449,0.2748,
5228380,4433.855615,0.4733,0.1542,
5228380,5216.95392,0.5549,0.1588,
5228381,643.715106,0.81,0.76,
5228381,2831.171073,0.81,0.76,
5228381,2940.261852,0.7516,0.4527,
5228381,4253.798274,0.3291,0.209,
5228381,4933.045093,0.7019,0.2381,
5228382,2340.905574,0.7575,0.4169,
5228383,129.791112,0.2341,0.2227,
5228383,226.687598,0.8016,0.4541,
5228383,1778.367332,0.8787,0.7059,
5228383,5027.920624,0.8578,0.4671,
5228384,3190.135442,0.6347,0.01901,
5228384,5527.565445,0.348,0.07891,
5228385,391.555267,0.9358,0.542,
5228385,857.834937,0.1876,0.07565,
5228385,2951.097001,0.2702,0.04731,
5228385,3276.337356,0.6636,0.2503,
5228385,3451.1668,0.714,0.2264,
5228386,1126.609089,0.8304,0.4183,
5228386,3003.717449,0.1725,0.1289,
5228386,3265.190915,0.6286,0.5069,
5228386,4025.951519,0.81,0.76,
5228387,383.029001,0.5777,0.05611,
5228387,3534.357008,0.6181,0.2681,
5228387,5782.128555,0.81,0.76,
5228388,1890.143953,0.8115,0.3638,
5228388,4765.206662,0.1419,0.2304,
5228389,2491.501909,0.04735,0.07853,
5228389,3008.421325,0.8114,0.4089,
5228389,5253.269628,0.7094,0.04653,
5228389,5419.533294,0.6034,0.07504,
5228389,5522.551914,0.2797,0.2809,
5228390,2967.77099,0.7688,0.3229,
5228390,4657.7338,0.9768,0.972,
5228391,1177.703744,0.81,0.76,
5228391,1453.984659,0.5191,0.1136,
5228391,3246.364288,0.5297,0.1505,
5228391,3495.982426,0.8485,0.4714,
5228391,4112.152397,0.6133,0.3139,
5228392,2635.932082,0.8193,0.4874,
5228392,3492.574423,0.8403,0.5575,
5228394,1289.691557,0.6785,0.1488,
5228394,1647.551162,0.7586,0.3647,
5228394,4604.282308,0.7687,0.6095,
5228395,161.367932,0.05967,0.099,
5228395,963.023287,0.3785,0.061,
5228396,2227.101917,0.207,0.078,
5228396,4898.807585,0.02014,0.02899,
5335750,2191.260361,0.8443,0.1955,
5335751,119.001535,0.1157,0.2724,
5335751,689.555839,0.1803,0.1825,
5335751,1511.127709,0.6451,0.2186,
5335751,3404.409488,0.8795,0.6347,
5335754,4393.67711,0.7139,0.2707,
5335754,5827.835819,0.8495,0.5456,
5335755,572.256376,0.2025,0.1038,
5335755,3045.71285,0.3782,0.2429,
5335755,3317.91424,0.4047,0.1327,
5335755,3430.438297,0.5712,0.2943,
5335757,825.497498,0.81,0.76,
5335757,2626.563885,0.1166,0.03976,
5335757,5065.343786,0.6807,0.1793,
5335758,1129.272513,0.8664,0.1232,
5335758,3094.540608,0.81,0.76,
5335758,3958.623782,0.5537,0.1848,
5335758,4098.638468,0.7227,0.2554,
5335759,100.547626,0.6719,0.6087,
5335759,3184.822691,0.3414,0.1723,
5335760,2296.470974,0.278,0.1086,
5335761,4272.860131,0.5073,0.3877,
5335762,3067.568511,0.2037,0.04914,
5335763,5671.56926,0.5595,0.3758,
5335764,1822.6409,0.7178,0.2032,
5335764,3568.447494,0.882,0.4924,
5335764,4781.086575,0.6509,0.1728,
5335764,5029.543233,0.0537,0.04162,
5335764,5227.470366,0.03693,0.02884,
5335764,5641.900254,0.6376,0.2444,
5335765,2662.497445,0.81,0.76,
5335765,3388.529322,0.4109,0.1113,
5335765,3831.801634,0.7345,0.3245,
5335765,4217.868053,0.3473,0.217,
5335766,2650.38279,0.3694,0.1678,
5335766,4882.390104,0.6769,0.1394,
5335766,5161.947655,0.7505,0.7007,
5335766,5704.680577,0.7374,0.1333,
5335767,5064.33549,0.5448,0.1522,
5335768,2117.345587,0.5976,0.3842,
5335768,5564.784853,0.6904,0.2427,
5335768,5872.285446,0.8826,0.8524,
5335769,2035.660113,0.3474,0.03894,
5335769,3264.767266,0.7463,0.2882,
5335769,3886.089196,0.7934,0.5146,
5335769,4330.528721,0.7143,0.2217,
5335770,1205.343675,0.8154,0.1424,
5335770,2029.527989,0.3862,0.05324,
5335770,3249.625977,0.4439,0.1355,
5335770,4251.218257,0.9211,0.7197,
5335770,4481.037643,0.8976,0.7751,
5335771,1680.288723,0.7883,0.3627,
5335771,4397.646458,0.6279,0.2401,
5335772,904.938344,0.7232,0.3656,
5335772,2397.073351,0.743,0.3892,
5335772,5655.497713,0.7077,0.2437,
